TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen
7542;9148;Eggenfelden (n);9;BY;B;20;;8+1;Landau a.d. Isar,A92;Falkenberg;N;Burghausen;Wurmannsquick;S;2;56,4;356;213;79;64;9.479;4.859;4.620;9.946;5.073;4.872;9.743;5.063;4.680;7.543;3.863;3.679;0;1;-3,2;0,2;2.041;1.025;1.016;2.568;1.281;1.288;2.028;1.031;997;253;140;113;5,3;7,7;-2,5;-0,5;21,5;25,8;20,8;3,3;0,98;0,84;1,11;542;20,5;101;33,1;606;21,6;351;14,3;1.105;1.096;918;807;594;593;517;453;12,9;12,2;10,2;11,7;R II;R II;R I;R I;D;C;C;E;B;B;D;8;18;B;8;;E;18;;D;8;18;E;14;;D;8;16;C;11;13;B;11;;C;17;;A;;;74,4;6,8;0,8;2,4;4,4;16,7;12,4;0,4;1,7;70;7,1;0,5;2,4;5,2;20,1;15;0,5;1,8;74,9;6,9;0,9;2,7;4,5;16;11,9;0,3;1,6;93,4;5,4;1,8;2,2;0,8;2,1;1,6;0,4;1,1;779.574;5.368.285;10.191;5.247;4.945;2.750;1.384;1.366;8.451;4.228;4.223;845;390;454;574;594;563;593;517;425;453;393;6,3;47,3;16,5;49,2;7,5;5,2;2,4;2;10.271;5.264;5.007;2.862;1.434;1.428;27,9;27,2;28,5;48,40564064;12,77789839;;;;;;;;;;;5.625;5.746;0,73;0,71;0,96;0,94;1,11;1,11;0,73;0,8;;;;;;;;;;;;;30;;;;Ausweichverkehr durch Hochwasser im Juni 2013
7542;9149;Eggenfelden (s);9;BY;B;20;;8+1;Landau a.d. Isar;Falkenberg;N;Burghausen;Wurmannsquick;S;2;56,7;356;213;79;64;16.617;8.620;7.997;17.658;9.153;8.505;17.366;9.175;8.192;12.096;6.085;6.011;-3,8;-2,8;-7,2;-2,5;2.746;1.392;1.355;3.421;1.728;1.694;2.845;1.449;1.396;311;168;143;-0,5;1,1;-6,1;-3,1;16,5;19,4;16,4;2,6;0,98;0,72;1,09;957;15,7;163;26,8;1.076;16,7;602;10,3;1.741;1.705;1.619;1.189;994;976;917;643;11,5;10,7;10;10,6;R I;R I;R I;R I;E;C;C;C;B;B;D;8;18;B;8;;E;18;;D;8;18;E;14;;B;8;;F;12;;B;11;;C;14;;D;18;;79,6;7,7;0,5;2,4;4,3;11,8;8,4;0,4;1,5;76,7;8,1;0,4;2,3;5;13,9;9,9;0,5;1,6;79,4;7,6;0,6;2,7;4,3;11,8;8,4;0,3;1,6;94,2;5,6;1,3;2,1;0,7;1,5;1,2;0,3;1,2;779.371;5.367.977;18.204;9.495;8.709;3.728;1.888;1.840;14.584;7.550;7.034;1.044;521;523;994;862;976;848;917;739;643;610;11,2;1,2;11,5;20,8;11,5;3,4;1,2;0,8;18.282;9.485;8.797;3.837;1.939;1.898;21;20,4;21,6;48,40296183;12,77494917;;;;;;;;;;;9.542;9.188;0,67;0,71;0,98;1,03;1,14;1,05;0,78;0,77;;;;;;;;;;;;;20;;;;Ausweichverkehr durch Hochwasser im Juni 2013
6643;9284;Furth i. Wald;9;BY;B;20;;8+1;Bundesgrenze (CZ);Bundesgrenze (CZ);N;Cham;Furth i.W.;S;2;1,8;351;207;82;62;10.098;5.101;4.997;9.815;5.028;4.788;10.471;5.362;5.109;10.586;5.019;5.567;1;0,9;1,2;1,2;1.199;602;597;1.490;751;740;1.234;630;605;157;60;97;2,7;2,9;1,8;-6,2;11,9;15,2;11,8;1,5;1,07;1,2;1,19;560;10,7;143;20,7;606;11;422;9,6;1.193;982;970;1.193;633;566;558;633;12,7;11,3;10,4;11,4;R II;R I;R I;R II;D;C;E;D;E;F;E;18;;C;;;E;18;;C;;;E;16;;E;17;;D;12;;D;15;;E;15;;C;17;;86,1;3,4;1;0,8;1,5;10,2;8,2;0,2;1,2;82,4;3,7;0,7;0,9;1,9;13,1;10,4;0,2;1,5;86,3;3,4;1,1;0,8;1,4;10,2;8,2;0,1;1,1;97,7;2,7;1,9;0,4;0,2;1,1;0,8;0,1;0,5;779.486;5.470.541;9.844;5.017;4.827;1.621;801;820;10.715;5.607;5.107;462;318;143;632;633;566;449;558;461;618;633;0,3;0,2;3,7;2;2,5;1,5;1,3;0,2;9.663;4.925;4.738;1.668;823;845;17,3;16,7;17,8;49,32352234;12,84652374;;;;;;;;;;;4.758;4.552;1,08;1,29;0,91;1,14;1,28;1,07;1,19;1,12;;;;;;;;;;;;;50;;;;
8043;9109;Laufen;9;BY;B;20;;8+1;Laufen;Laufen;N;Freilassing;Freilassing;S;2;122,1;332;202;71;59;11.174;5.661;5.513;11.704;5.892;5.812;12.041;6.104;5.937;8.252;4.303;3.948;-2,5;-2,6;-2,6;-2,5;857;435;422;1.051;533;519;911;462;449;125;70;55;-3;-3,2;-3,5;-1,2;7,7;9;7,6;1,5;1,03;0,63;1,08;643;7,4;110;11,3;716;7,9;426;4,6;1.101;1.079;1.074;817;753;750;699;509;13,7;12,9;11,5;11,8;R II;R II;R I;R I;E;E;E;B;B;B;F;18;;A;8;;F;18;;A;8;;E;13;;A;8;;E;17;;B;11;;C;17;;D;18;;91;5;1,2;1,2;2,8;4,5;3,4;0,4;0,1;89,8;5,1;0,9;1,1;3,2;5,3;4;0,5;0,1;90,9;4,9;1,3;1,4;2,8;4,4;3,4;0,4;0,2;97;4,3;2,1;1,3;0,5;0,6;0,5;0,5;0,1;794.200;5.315.605;11.963;6.042;5.921;1.144;585;559;10.995;5.508;5.488;385;171;214;724;753;697;750;699;642;509;398;4,7;6,8;5,7;6,9;4,3;7,8;1;2;11.897;5.996;5.901;1.168;596;572;9,8;9,9;9,7;47,92615692;12,93863496;;;;;;;;;;;5.606;5.547;0,72;0,67;1,01;1,01;1,12;1,12;0,87;0,89;;;;;;;;;;;;;10;;;;Hochwasser im Juni 2013
6742;9262;Weiding;9;BY;B;20;;8+1;Furth im Wald;Weiding;N;Cham;Cham;S;2;105,3;344;204;78;62;13.193;6.536;6.657;13.738;6.876;6.862;13.562;6.816;6.747;10.858;5.016;5.843;5,1;5,2;5,5;3,6;1.952;972;979;2.412;1.209;1.203;2.060;1.039;1.020;239;78;161;3,4;3,6;2,4;-1;14,8;17,6;15,2;2,2;0,99;0,8;1,12;725;14;200;20,7;798;14,6;505;10,8;1.262;1.229;1.193;1.165;814;797;747;655;12,5;11,6;11;11,2;R I;R I;R I;R II;E;E;C;C;C;B;F;18;;G;8;;F;18;;B;8;;E;15;;B;8;;D;13;;D;14;;E;15;;C;17;;83;4,8;0,7;1,3;3,3;11,4;8,4;0,2;0,9;80,1;5,3;0,5;1,4;3,8;13,5;10,1;0,2;1;82,5;4,8;0,7;1,4;3,4;11,6;8,7;0,1;0,9;96,6;2,9;1,4;0,8;0,5;1,6;1;0,1;0,4;772.423;5.461.853;14.041;6.980;7.061;2.652;1.306;1.346;12.008;6.282;5.725;709;478;231;814;741;797;726;747;610;598;655;11,8;20,5;15,4;15,7;12;16,9;0,5;0,9;14.042;6.978;7.065;2.707;1.333;1.374;19,3;19,1;19,4;49,24872986;12,74362109;;;;;;;;;;;6.859;6.845;0,74;0,89;0,9;1,15;1,23;1,01;0,91;0,82;;;;;;;;;;;;;40;;;;
8343;9121;Schneizlreuth-Baumgarten;9;BY;B;21;;8+1;Bad Reichenhall;Salzburg;O;Bundesgrenze (A);Lofer;W;2;10,3;341;201;78;62;7.082;3.381;3.701;6.992;3.394;3.598;7.669;3.662;4.007;6.640;2.978;3.661;0,8;0,5;1,2;1,5;931;457;474;1.126;551;575;1.009;497;512;167;87;80;-0,3;-0,6;0,1;-2,8;13,1;16,1;13,2;2,5;1,1;0,84;1,04;419;12,7;48;20,1;473;13,1;256;10,6;985;894;809;884;619;492;481;565;16,7;13,7;12;15,4;R II;R II;R II;R II;C;B;A;F;B;B;D;9;18;B;8;;D;9;18;D;8;17;E;17;;D;11;14;D;12;;F;11;;B;11;;D;18;;83,6;8,2;1,3;1,5;4,2;8;5,3;0,9;1,8;80,5;8,6;1;1,6;5,2;9,9;6,6;1;1,9;83,7;8,3;1,5;1,5;4,2;8,1;5,4;0,9;1,7;94,6;6,5;2,2;1,3;0,7;0,9;0,6;0,9;1,5;788.861;5.289.319;7.166;3.467;3.698;1.251;613;638;7.227;3.464;3.763;341;169;172;506;619;438;492;391;481;396;565;8,5;3,6;5,3;5,7;2,8;3,5;1,5;1,1;7.016;3.403;3.613;1.265;619;646;18;18,2;17,9;47,69261768;12,84981641;;;;;;;;;;;3.374;3.701;0,84;0,83;0,94;0,91;1,05;0,99;0,8;0,76;;;;;;;;;;;;;20;;;;Hochwasser im Juni 2013
8342;9285;Schneizlreuth-Melleck;9;BY;B;21;;8+1;Bad Reichenhall;Schneizelreuth-Melleck;N;Bundesgrenze (A);Schneizelreuth-Melleck;S;2;0,2;329;195;76;58;10.914;5.474;5.441;10.330;5.070;5.260;12.405;6.161;6.244;11.004;5.974;5.030;0,4;-1;4,7;-1,2;1.035;520;515;1.239;625;613;1.132;566;566;213;102;111;2;1;4,6;-2,3;9,5;12;9,1;1,9;1,2;0,95;1,09;646;9,2;72;15,3;730;9,5;394;7,5;1.810;1.646;1.583;1.421;1.028;896;867;924;18,8;17,7;14,1;15,5;R I;R I;R I;R I;B;A;A;F;D;D;B;8;;E;18;;D;10;16;E;18;;D;11;15;F;17;;F;11;;D;15;;D;18;;D;18;;88,1;9,8;1,6;1,3;3,1;5,5;3,5;0,8;1,2;85,4;10,3;1,2;1,3;4;7,1;4,6;0,9;1,3;88,4;10;1,8;1,3;3;5,3;3,4;0,8;1,2;95,9;8,1;2,5;1,2;0,4;0,6;0,4;0,8;0,9;782.475;5.286.629;10.498;5.178;5.320;1.375;694;681;12.799;6.274;6.525;418;203;215;1.028;956;896;838;867;782;924;647;2,9;2,6;2,5;2,7;2,2;3,3;2,3;2,3;10.061;4.945;5.117;1.385;701;685;13,8;14,2;13,4;47,67129144;12,76316727;;;;;;;;;;;4.825;4.787;1,01;0,89;0,95;0,96;1,04;1,14;0,86;0,9;;;;;;;;;;;;;10;;;;Hochwasser im Juni 2013 und Baustelle zeitweise in 2012
6238;9287;Altenstadt a.d. Waldnaab;9;BY;B;22;;8+1;Bayreuth;Neustadt/Bayreuth;W;Cham;Weiden i.d. Oberpfalz;O;2;56,7;349;209;80;60;17.409;8.845;8.564;19.228;9.762;9.465;17.853;9.138;8.714;10.618;5.332;5.286;1;0,9;0,6;1,4;598;305;293;737;374;363;640;331;309;70;35;35;2,6;3;-0,2;11,6;3,4;3,8;3,6;0,7;0,93;0,57;1,08;1.012;3,3;153;5,2;1.115;3,7;702;1,6;1.761;1.755;1.622;1.093;1.062;1.062;970;595;12,4;11,2;10,6;11,3;R II;R II;R I;R II;E;E;F;A;A;A;F;17;;B;8;;E;17;;B;8;;E;14;;B;8;;G;13;;F;11;;C;15;;F;15;;95,4;4,3;0,9;0,7;1,7;1,5;1;0,3;0,5;95;4,6;0,7;0,7;1,8;1,6;1,2;0,3;0,5;95,1;4,2;0,9;0,9;1,8;1,6;1,1;0,2;0,5;98,5;2,6;1,9;0,5;0,4;0,2;0,1;0,1;0,3;727.386;5.511.164;19.555;9.955;9.601;817;417;400;15.492;7.859;7.634;199;102;97;1.054;1.062;1.051;1.062;970;783;515;595;2,8;4;4;4;3,3;4;0,2;0;19.852;10.087;9.766;832;422;409;4,2;4,2;4,2;49,71000044;12,15414342;;;;;;;;;;;9.838;9.684;0,58;0,59;1,02;1,03;1,09;1,07;0,81;0,81;;;;;;;;;;;;;30;;;;Baustelle im Umfeld zeitweise in 2013
6129;9303;Burgwindheim;9;BY;B;22;;8+1;Burgwindheim;Burgwindheim;W;Bamberg;Kappel;O;2;25,4;153;91;32;30;3.110;1.576;1.533;3.318;1.683;1.636;3.116;1.594;1.522;2.388;1.190;1.198;-2;-1,1;-2,6;-5,2;291;154;137;361;191;170;303;161;142;39;20;20;0,2;-0,1;-1,2;15,4;9,4;10,9;9,7;1,7;0,94;0,74;1,09;181;9,4;27;9,6;198;10,4;132;4,6;345;335;293;304;178;171;154;157;11,3;10,2;10,1;13,1;R I;R I;R II;R II;D;C;C;C;B;B;D;8;17;E;18;;D;8;17;E;17;;D;8;15;E;16;;C;11;13;D;15;;G;18;;F;15;;89,1;5,4;2;1,4;3,8;4,4;1,9;1,1;0,2;87,5;5,7;1,4;1,4;4,4;5,1;2,2;1,4;0,2;88,4;5,6;2,1;1,6;4,1;4,7;2;0,9;0,2;97,3;3,8;4,6;0,9;0,8;0,5;0,4;0,3;0,1;615.332;5.520.688;3.356;1.706;1.650;392;208;184;2.818;1.431;1.387;120;63;56;178;177;171;171;148;154;155;157;7,9;7,3;9,4;11,7;10,1;9,1;0,6;8,9;3.399;1.725;1.675;403;214;190;11,9;12,4;11,3;49,82753118;10,60357556;;;;;;;;;;;1.738;1.685;0,71;0,73;0,94;0,96;1,09;1,07;0,82;0,83;;;;;;;;;;;;;10;;;;Baustelle zeitweise in 2013 und zeitweise in 2012
6339;9104;Weiden i.d. Opf.;9;BY;B;22;;8+1;Bayreuth;Neustadt a.d. Waldnaab;N;Cham;Bechtsrieth;S;2;52;288;179;59;50;10.580;5.675;4.905;11.967;6.395;5.571;10.402;5.646;4.755;6.065;3.245;2.820;1,7;3;-3;2,5;681;371;310;845;459;386;725;398;327;67;37;29;5,5;8,1;-2,6;2,5;6,4;7,1;7;1,1;0,87;0,5;1,08;625;6,2;72;10,6;710;6,7;371;3,3;1.285;1.280;1.082;628;716;713;568;337;12,6;11,1;10,1;10,4;R I;R I;R I;R I;D;E;E;C;A;A;D;8;17;E;17;;D;8;17;F;17;;B;8;;D;8;14;D;13;;F;13;;C;15;;C;14;;92,2;5;1;1,2;3,1;3,1;2,2;0,2;0,2;91,6;5,3;0,8;1,2;3,4;3,4;2,4;0,2;0,1;91,3;5;1;1,4;3,4;3,5;2,3;0,1;0,3;98;2,8;2,3;0,8;0,5;0,4;0,3;0,1;0,1;729.567;5.507.219;12.095;6.473;5.622;942;512;430;8.885;4.843;4.042;193;108;84;716;660;713;654;568;526;337;311;6,6;5;5,9;4,7;6;3,8;0,6;0,3;12.478;6.658;5.820;960;521;439;7,7;7,8;7,5;49,67374411;12,18202308;;;;;;;;;;;6.710;5.829;0,51;0,51;1,01;1,03;1,08;1,06;0,74;0,71;;;;;;;;;;;;;40;;;;Baustelle im Umfeld zeitweise in 2013
6035;9286;Weidenberg;9;BY;B;22;;8+1;Bayreuth;Bayreuth;N;Weiden i.d. Oberpf.;Seybothenroth;S;2;6,7;0;0;0;0;10.693;5.307;5.386;11.625;5.762;5.863;10.747;5.357;5.390;7.433;3.683;3.750;2;1,1;1,7;7,1;786;380;406;965;467;498;835;406;428;113;52;62;-2,7;-2,9;-4,3;12,3;7,4;8,3;7,8;1,5;0,92;0,65;1,05;612;7;112;11,7;674;7,7;427;3,5;1.165;1.161;1.040;739;859;859;627;399;16,2;14,9;11,6;10,8;R I;R I;R II;R I;D;F;E;A;A;B;A;8;;F;17;;A;8;;F;17;;A;8;;F;14;;B;11;;D;14;;C;15;;D;18;;90,6;6,7;0,7;1,1;2,7;4,4;2,8;0,2;1;89,6;7;0,5;1,1;3,1;5;3,1;0,2;1;90;7;0,8;1,2;2,9;4,7;2,9;0,2;1;96,7;5,1;1,7;0,9;0,5;0,9;0,6;0,2;0,9;690.881;5.532.131;11.887;5.899;5.988;1.075;521;554;8.986;4.468;4.518;232;112;119;859;707;859;698;618;627;399;355;3,5;4,4;3,3;3,9;5,3;3,2;1,3;0,8;12.073;5.984;6.089;1.095;529;565;9,1;8,8;9,3;49,91105696;11,6586946;;;;;;;;;;;6.072;6.228;0,63;0,64;0,94;0,95;1,07;1,04;0,76;0,76;;;;;;;;;;;;;20;;;;Baustelle zeitweise in 2013 und zeitweise in 2012
6540;9304;Winklarn;9;BY;B;22;;8+1;Rötz;Pillmersried;S;Oberviechtach;Winklarn;N;2;10,4;331;205;66;60;3.128;1.602;1.525;3.240;1.651;1.589;3.182;1.638;1.544;2.675;1.391;1.284;0,3;1,1;-1,1;-1,2;486;252;234;602;313;289;505;263;243;61;27;34;1,6;3,1;-3,8;1,8;15,5;18,6;15,9;2,3;0,98;0,85;1,13;180;14,9;30;22,6;204;15,7;109;10,3;352;339;317;313;199;178;170;173;12,4;10,8;10,4;12,4;R I;R I;R I;R I;D;B;C;C;B;B;D;8;17;D;8;17;D;8;17;D;8;17;D;11;13;E;15;;F;11;;D;14;;E;11;;F;15;;82,3;6,4;1,8;1,9;5,6;9,6;6,3;0,3;0,2;79,3;7;1,3;1,9;6,7;11,6;7,6;0,3;0,2;81,7;6,4;2;2,2;5,9;9,8;6,4;0,2;0,3;96;3,9;4;1,5;0,8;1,2;0,6;0,3;0,2;752.209;5.480.369;3.331;1.699;1.632;667;347;321;2.711;1.400;1.311;137;74;63;199;185;178;178;170;153;173;164;1;10,3;2,2;12,9;10,6;12,4;2,3;0,6;3.344;1.704;1.640;684;355;329;20,5;20,8;20,1;49,42364236;12,47809957;;;;;;;;;;;1.795;1.688;0,81;0,79;0,96;1,04;1,1;1,11;0,74;0,75;;;;;;;;;;;;;50;;;;
8432;9163;GAP - Garmisch;9;BY;B;23;;8+1;Ehrwald (A);Murnau;N;Augsburg;Garmisch;S;4;3,6;0;0;0;0;8.539;4.148;4.391;8.157;4.043;4.114;9.425;4.691;4.734;8.710;3.810;4.900;4,3;2,9;7,2;5,3;363;179;184;422;211;211;392;194;198;127;54;73;1,5;1,8;0,4;-1,3;4,3;5,2;4,2;1,5;1,16;1,11;1,23;492;4,3;83;3,3;535;4,8;366;2,4;1.016;827;916;972;541;449;503;541;12,3;11,1;10,7;11;R II;R I;R I;R II;D;E;B;F;E;D;E;17;;C;;;E;17;;C;;;E;17;;C;;;E;17;;B;11;;D;17;;B;12;;93,4;6,2;1,3;0,3;2;1,3;0,3;1;2;92,4;6,6;1,1;0,4;2,6;1,5;0,3;1,1;2,1;93,4;6,7;1,2;0,4;1,9;1,3;0,2;1;2;96,9;4;2;0,2;0,4;0,5;0,1;0,5;1,5;658.444;5.264.259;8.350;4.115;4.235;460;229;231;9.230;4.719;4.510;190;95;95;527;541;449;406;503;443;473;541;1,1;0,7;4,2;4,2;2,8;1,8;1,3;0,7;8.032;3.957;4.076;462;231;232;5,8;5,8;5,7;47,51244683;11,10432906;;;;;;;;;;;3.858;4.080;1,01;1,21;0,96;0,98;1,28;1,11;1,09;0,99;;;;;;;;;;;;;10;;;;Baustelle in 2013 und Gerätedefekt zeitweise in 2012
8432;9352;Oberau (w);9;BY;B;23;;8+1;Oberau (B 2);Oberau;S;Schongau;Ettal;N;2;38,9;355;212;79;64;9.880;4.902;4.978;9.955;4.859;5.096;10.961;5.419;5.542;8.239;4.385;3.854;1,3;0,9;2,5;0,9;443;201;242;532;243;290;462;210;252;114;47;67;4,6;4,2;4,5;6,7;4,5;5,3;4,2;1,4;1,1;0,78;1,05;588;4,3;59;7,4;665;4,7;357;2,2;1.202;1.092;1.113;1.032;755;588;685;684;15,4;12,1;12,6;15,6;R I;R I;R I;R I;D;E;C;F;B;B;E;18;;D;8;17;E;18;;D;8;17;E;16;;D;8;16;-;;;F;12;;G;17;;E;12;;92,2;10,4;2,4;0,9;2,4;1,3;0,8;0,8;2,5;91,3;10,9;1,9;0,9;2,9;1,6;0,9;0,8;2,5;92,7;10,3;2,4;0,9;2,3;1,3;0,7;0,6;2,2;95,1;8,6;4,5;0,7;0,5;0,2;0,1;0,7;2,8;660.633;5.269.461;10.322;5.052;5.270;575;263;312;9.784;4.818;4.966;216;94;122;755;617;588;544;685;581;684;498;0,9;5,2;2,9;1,8;1,8;3,8;0,4;0,8;10.067;4.906;5.161;588;269;319;5,8;5,5;6,2;47,55868124;11,13528422;;;;;;;;;;;5.059;5.223;0,82;0,72;0,97;0,99;1,02;1,05;0,86;0,88;;;;;;;;;;;;;40;;;;
7028;9156;Fremdingen;9;BY;B;25;;8+1;Dinkelsbühl;Wilburgstetten;N;Nördlingen;Fremdingen;S;2;47,5;344;203;79;62;4.541;2.158;2.383;4.803;2.277;2.526;4.597;2.155;2.443;3.571;1.756;1.815;3,5;4,5;1;3;1.041;483;558;1.283;597;686;1.097;511;586;142;56;85;1,5;2,5;-2,1;-0,4;22,9;26,7;23,9;4;0,96;0,71;1,09;250;19,7;68;46,7;270;19,7;189;19,8;483;460;421;410;283;262;243;220;11,9;10,4;9,9;12,1;R II;R II;R II;R II;D;C;B;C;B;A;D;8;18;C;;;C;;;C;;;C;;;E;16;;A;;;A;;;G;18;;C;15;;73,6;7,4;1,3;2;3,7;18,5;11,5;0,6;1,5;69,8;7,9;0,9;1,9;4,4;21,7;13,5;0,6;1,6;72,4;7,6;1,4;2,2;3,9;19,3;12;0,6;1,5;93,6;4,9;3;1,6;0,6;2,7;1,8;0,7;0,9;604.271;5.427.143;4.998;2.346;2.652;1.412;642;771;3.544;1.755;1.790;370;246;124;224;283;213;262;188;243;211;220;16,1;16,6;19,2;11,1;19,7;14,4;0,9;0,9;5.036;2.374;2.662;1.443;658;786;28,7;27,7;29,5;48,98837912;10,42527756;;;;;;;;;;;2.485;2.805;0,74;0,67;0,93;0,96;1,08;1,1;0,74;0,66;;;;;;;;;;;;;20;;;;
