TK_Nr;DZ_Nr;DZ_Name;Land_Nr;Land_Code;Str_Kl;Str_Nr;Str_Zus;Erf_Art;Fernziel_Ri1;Nahziel_Ri1;Hi_Ri1;Fernziel_Ri2;Nahziel_Ri2;Hi_Ri2;Anz_Fs_Q;Betriebs_km;vT_MobisSo;vT_W;vT_U;vT_S;DTV_Kfz_MobisSo_Q;DTV_Kfz_MobisSo_Ri1;DTV_Kfz_MobisSo_Ri2;DTV_Kfz_W_Q;DTV_Kfz_W_Ri1;DTV_Kfz_W_Ri2;DTV_Kfz_U_Q;DTV_Kfz_U_Ri1;DTV_Kfz_U_Ri2;DTV_Kfz_S_Q;DTV_Kfz_S_Ri1;DTV_Kfz_S_Ri2;Entw_Kfz_MobisSo_Q;Entw_Kfz_W_Q;Entw_Kfz_U_Q;Entw_Kfz_S_Q;DTV_SV_MobisSo_Q;DTV_SV_MobisSo_Ri1;DTV_SV_MobisSo_Ri2;DTV_SV_W_Q;DTV_SV_W_Ri1;DTV_SV_W_Ri2;DTV_SV_U_Q;DTV_SV_U_Ri1;DTV_SV_U_Ri2;DTV_SV_S_Q;DTV_SV_S_Ri1;DTV_SV_S_Ri2;Entw_SV_MobisSo_Q;Entw_SV_W_Q;Entw_SV_U_Q;Entw_SV_S_Q;pSV_MobisSo_Q;pSV_W_Q;pSV_U_Q;pSV_S_Q;fer;bSo;bFr;Mt;pMt;Mn;pMn;Md;pMd;Me;pMe;MSV30_Kfz_MobisSo_Q;MSV30_Kfz_W_Q;MSV30_Kfz_U_Q;MSV30_Kfz_S_Q;MSV30maxRi_Kfz_MobisSo;MSV30maxRi_Kfz_W;MSV30maxRi_Kfz_U;MSV30maxRi_Kfz_S;pMSV30maxRi_Kfz_MobisSo;pMSV30maxRi_Kfz_W;pMSV30maxRi_Kfz_U;pMSV30maxRi_Kfz_S;Ri_MSV30maxRi_Kfz_MobisSo;Ri_MSV30maxRi_Kfz_W;Ri_MSV30maxRi_Kfz_U;Ri_MSV30maxRi_Kfz_S;DL_Q;DL_Ri1;DL_Ri2;JG;WG_Ri1;WG_Ri2;TG_Mo_Ri1;TGMax1_Mo_Ri1;TGMax2_Mo_Ri1;TG_Mo_Ri2;TGMax1_Mo_Ri2;TGMax2_Mo_Ri2;TG_DiMiDo_Ri1;TGMax1_DiMiDo_Ri1;TGMax2_DiMiDo_Ri1;TG_DiMiDo_Ri2;TGMax1_DiMiDo_Ri2;TGMax2_DiMiDo_Ri2;TG_Fr_Ri1;TGMax1_Fr_Ri1;TGMax2_Fr_Ri1;TG_Fr_Ri2;TGMax1_Fr_Ri2;TGMax2_Fr_Ri2;TG_Sa_Ri1;TGMax1_Sa_Ri1;TGMax2_Sa_Ri1;TG_Sa_Ri2;TGMax1_Sa_Ri2;TGMax2_Sa_Ri2;TG_SoFei_Ri1;TGMax1_SoFei_Ri1;TGMax2_SoFei_Ri1;TG_SoFei_Ri2;TGMax1_SoFei_Ri2;TGMax2_SoFei_Ri2;pPLZ_MobisSo_Q;pLfw_MobisSo_Q;pMot_MobisSo_Q;pPmA_MobisSo_Q;pLoA_MobisSo_Q;pLzg_MobisSo_Q;pSat_MobisSo_Q;pBus_MobisSo_Q;pSon_MobisSo_Q;pPLZ_W_Q;pLfw_W_Q;pMot_W_Q;pPmA_W_Q;pLoA_W_Q;pLzg_W_Q;pSat_W_Q;pBus_W_Q;pSon_W_Q;pPLZ_U_Q;pLfw_U_Q;pMot_U_Q;pPmA_U_Q;pLoA_U_Q;pLzg_U_Q;pSat_U_Q;pBus_U_Q;pSon_U_Q;pPLZ_S_Q;pLfw_S_Q;pMot_S_Q;pPmA_S_Q;pLoA_S_Q;pLzg_S_Q;pSat_S_Q;pBus_S_Q;pSon_S_Q;Koor_UTM32_E;Koor_UTM32_N;DTV_Kfz_WU_MobisFr_Q;DTV_Kfz_WU_MobisFr_Ri1;DTV_Kfz_WU_MobisFr_Ri2;DTV_SV_WU_MobisFr_Q;DTV_SV_WU_MobisFr_Ri1;DTV_SV_WU_MobisFr_Ri2;DTV_Kfz_WU_Sa_Q;DTV_Kfz_WU_Sa_Ri1;DTV_Kfz_WU_Sa_Ri2;DTV_SV_WU_Sa_Q;DTV_SV_WU_Sa_Ri1;DTV_SV_WU_Sa_Ri2;MSV30_Kfz_MobisSo_Ri1;MSV30_Kfz_MobisSo_Ri2;MSV30_Kfz_W_Ri1;MSV30_Kfz_W_Ri2;MSV30_Kfz_U_Ri1;MSV30_Kfz_U_Ri2;MSV30_Kfz_S_Ri1;MSV30_Kfz_S_Ri2;bSV30_MobisSo_Ri1;bSV30_MobisSo_Ri2;bSV30_W_Ri1;bSV30_W_Ri2;bSV30_U_Ri1;bSV30_U_Ri2;bSV30_S_Ri1;bSV30_S_Ri2;DTV_Kfz_W_MobisFr_Q;DTV_Kfz_W_MobisFr_Ri1;DTV_Kfz_W_MobisFr_Ri2;DTV_SV_W_MobisFr_Q;DTV_SV_W_MobisFr_Ri1;DTV_SV_W_MobisFr_Ri2;pSV_W_MobisFr_Q;pSV_W_MobisFr_Ri1;pSV_W_MobisFr_Ri2;Koor_WGS84_N;Koor_WGS84_E;MSV50_Kfz_MobisSo_Ri1;MSV50_Kfz_MobisSo_Ri2;pMSV50_Kfz_MobisSo_Ri1;pMSV50_Kfz_MobisSo_Ri2;bSV50_MobisSo_Ri1;bSV50_MobisSo_Ri2;bLkwK50_MobisSo_Ri1;bLkwK50_MobisSo_Ri2;pMSV50_Kfz_W_MobisFr_Ri1;pMSV50_Kfz_W_MobisFr_Ri2;DTV_Kfz_NZB_DiMiDo_Ri1;DTV_Kfz_NZB_DiMiDo_Ri2;bSo_Ri1;bSo_Ri2;bMo_Ri1;bMo_Ri2;bFr_Ri1;bFr_Ri2;bSa_Ri1;bSa_Ri2;Q_P_D;Q_L1_D;Q_L2_D;Q_K_D;Q_P_E;Q_L1_E;Q_L2_E;Q_K_E;Q_P_N;Q_L1_N;Q_L2_N;Q_K_N;Geo_Sequ;Abschnitt_Ast;Station;Ausrichtung;Anmerkungen
5935;9002;AD Bayreuth/Kulmbach (S);9;BY;A;9;;8+1;Hof;AD Dreieck Bayreuth/Kulmbach (A70);N;Bayreuth;AS Bindlacher Berg;S;6;296,1;327;196;76;55;63.853;31.801;32.052;64.528;32.918;31.610;65.308;33.716;31.593;59.681;25.525;34.155;0,1;-0,6;0,8;1,8;10.902;5.455;5.446;13.282;6.656;6.626;11.219;5.619;5.600;2.351;1.137;1.214;-0,7;-0,2;-2;-6,4;17,1;20,6;17,2;3,9;1,01;0,93;1,24;3.509;14,6;963;34,8;3.787;14,8;2.677;14,1;6.559;6.352;5.971;6.050;4.023;3.920;3.840;3.622;12,7;11,9;11,4;10,6;R I;R I;R I;R II;E;E;C;D;C;D;E;17;;G;8;;E;17;;B;8;;E;14;;C;;;A;;;B;11;;C;14;;D;18;;80,8;8;1,6;1,1;3,4;13,3;9,9;0,4;1;77,3;8,6;1,6;1,1;4;16,2;12,1;0,4;1;80,6;8;1,6;1,2;3,4;13,4;10;0,4;1;94;6;1,6;1,2;1,1;2,3;1,9;0,5;0,9;686.570;5.543.939;66.496;33.816;32.680;14.142;6.963;7.179;56.337;29.878;26.458;5.910;3.548;2.361;4.023;3.853;3.920;3.627;3.840;3.030;2.883;3.622;10,2;1,7;11,8;11,1;3,3;17,8;1,7;2;66.417;33.758;32.659;14.542;7.175;7.367;21,9;21,3;22,6;50,01851274;11,60443866;;;;;;;;;;;32.747;30.612;0,71;1,13;0,85;1,33;1,4;1,04;0,82;0,76;;;;;;;;;;;;;320;;;;
7335;9056;AD Holledau (N);9;BY;A;9;;5+1;Nürnberg;AS Langenbruck;N;München;AD Dreieck Holledau (A93);S;6;477,8;85;34;33;18;79.827;40.807;39.020;79.707;40.649;39.058;83.844;41.935;41.909;75.094;39.906;35.188;4;3,3;6;3,7;9.957;5.364;4.593;11.864;6.375;5.488;10.274;5.513;4.761;3.026;1.713;1.313;7,7;7,8;6,3;9,5;12,5;14,9;12,3;4;1,05;0,92;1,16;4.496;11,3;987;23,6;4.851;11,4;3.431;10,8;7.691;7.477;7.302;7.259;4.127;3.885;3.922;3.876;10,6;9,9;9,4;11;R II;R II;R II;R II;E;D;C;E;D;C;C;;;D;8;17;D;9;18;C;;;E;17;;E;15;;B;12;;C;11;15;A;;;B;12;;85,9;;;1,6;3,6;8,6;;0,3;0;83,7;;;1,4;4,2;10,4;;0,3;0;85,7;;;2;3,5;8,4;;0,3;0;94,4;;;1,6;1,5;2;;0,4;0;690.488;5.384.334;80.751;41.117;39.634;12.483;6.704;5.779;81.230;40.436;40.794;6.393;3.442;2.951;4.048;4.127;3.874;3.885;3.762;3.922;3.797;3.876;2,9;2,8;8,9;10,2;12,6;3,2;1,6;3,1;80.173;41.030;39.143;12.789;6.881;5.908;16;16,8;15,1;48,58309907;11,5829536;;;;;;;;;;;40.371;39.407;0,99;0,82;1,04;0,9;1,1;1,18;0,89;0,86;;;;;;;;;;;;;130;;;;Schleifendefekt zeitweise in 2013 und Gerätedefekt zeitweise in 2012
7435;9110;AD Holledau (S);9;BY;A;9;;8+1;Nürnberg;AD Dreieck Holledau (A93);N;München;AS Pfaffenhofen;S;6;487,9;339;199;78;62;97.738;49.869;47.869;97.241;49.328;47.913;101.549;50.425;51.124;94.556;51.008;43.548;3,5;2,8;4,8;3,8;10.902;5.680;5.222;13.004;6.767;6.237;11.337;5.898;5.439;3.155;1.681;1.474;3,3;3,3;3;1,9;11,2;13,4;11,2;3,3;1,04;0,95;1,17;5.510;10;1.197;21,7;5.921;10,4;4.276;8,6;9.269;9.189;8.846;8.913;4.969;4.862;4.804;4.773;10,4;10,1;9,4;9,4;R II;R II;R II;R I;E;C;D;E;D;C;G;7;;D;8;18;D;9;18;E;18;;C;;;E;16;;B;11;;C;11;15;D;19;;B;12;;87,3;2,5;0;1,5;3,3;7,5;7,3;0,3;0;85,2;3,2;0;1,4;3,8;9,2;9;0,3;0;87,1;2,5;0;1,7;3,4;7,5;7,3;0,3;0;95,1;0,2;0;1,5;1,4;1,6;1,5;0,4;0;691.344;5.378.535;98.151;49.628;48.523;13.747;7.173;6.574;99.679;49.625;50.054;6.814;3.453;3.361;4.939;4.969;4.622;4.862;4.410;4.804;4.773;4.740;5,9;5,5;4,5;8,5;3,7;7;2,2;1,4;97.571;49.628;47.943;14.048;7.336;6.712;14,4;14,8;14;48,53072288;11,59189111;;;;;;;;;;;48.610;48.355;1,05;0,83;1,05;0,87;1,08;1,2;0,87;0,87;;;;;;;;;;;;;110;;;;Baustelle zeitweise in 2012
7735;9115;AK München-Nord (N);9;BY;A;9;;8+1;Nürnberg;AS Garching-Süd;N;München;AK Kreuz München-Nord (A99);S;8;522,1;324;192;74;58;152.619;75.304;77.315;161.527;79.887;81.641;154.353;76.782;77.570;119.913;57.727;62.187;1,2;0,5;2,8;1,6;13.917;6.761;7.156;16.894;8.213;8.681;14.354;6.971;7.383;3.169;1.521;1.648;3,1;2,5;3,8;4,6;9,1;10,5;9,3;2,6;0,96;0,65;1,03;8.640;8,4;1.797;16,2;9.269;9;6.752;6;13.128;13.076;12.432;10.368;7.053;7.014;6.714;5.477;9,4;8,8;8,7;9,5;R I;R I;R I;R I;F;D;D;C;A;B;D;9;17;C;;;D;9;18;C;;;C;;;C;;;A;;;A;;;A;;;A;;;89,7;7,2;0,8;1,2;3;5,4;4,2;0,7;0;88,4;7,7;0,8;1,1;3,4;6,3;4,8;0,7;0;89,2;7,4;0,8;1,5;3,1;5,6;4,2;0,7;0;96,2;4,8;1,1;1,2;1;1;0,8;0,6;0;695.782;5.345.888;164.799;81.493;83.306;17.913;8.691;9.222;134.547;67.301;67.246;8.009;3.966;4.043;7.053;6.757;7.014;6.745;6.714;6.256;5.477;5.392;7,4;10,3;7,4;9,5;8;8,9;1,5;3,1;166.671;82.295;84.376;18.395;8.926;9.469;11;10,8;11,2;48,23595971;11,63672469;;;;;;;;;;;84.687;84.509;0,65;0,72;0,94;0,99;1,04;1,04;0,73;0,72;;;;;;;;;;;;;50;;;;
7735;9066;AK München-Nord (S);9;BY;A;9;;8+1;Nürnberg;AK Kreuz München-Nord (A99);N;München;AS München-Fröttmaning-Süd;S;6;525,4;119;76;22;21;109.043;56.275;52.768;119.675;61.797;57.878;107.664;54.636;53.028;74.430;39.478;34.951;1,4;0,4;4,7;0,2;5.771;3.082;2.689;7.020;3.771;3.249;5.989;3.156;2.833;1.218;627;592;-1,3;-3;3,2;-0,5;5,3;5,9;5,6;1,6;0,9;0,58;1,01;6.184;4,9;1.262;8,9;6.538;5,5;5.122;2,7;10.440;10.417;9.672;6.594;6.487;6.468;5.751;3.830;11,5;10,5;10,5;9,7;R I;R I;R I;R I;E;D;D;A;A;A;B;8;;E;18;;B;8;;E;18;;B;8;;C;;;D;14;;A;;;D;19;;A;;;93,9;5,4;1,7;0,8;2,7;2,1;1,3;0,6;0;93,3;5,8;1,7;0,9;3;2,3;1,5;0,6;0;93,5;5,4;1,8;0,9;2,8;2,2;1,4;0,5;0;97,7;3,4;1,8;0,6;0,7;0,4;0,2;0,5;0;694.839;5.342.719;123.190;63.530;59.660;7.609;4.081;3.529;83.906;42.210;41.696;2.571;1.319;1.252;6.487;5.722;6.468;5.703;5.751;5.167;3.830;3.120;4,8;4,8;6;5,6;5,3;3,8;1,7;1;125.716;65.096;60.620;7.795;4.195;3.599;6,2;6,4;5,9;48,20776891;11,62258898;;;;;;;;;;;66.593;65.098;0,62;0,54;0,98;0,93;1,01;1,02;0,65;0,63;;;;;;;;;;;;;40;;;;Schleifendefekt zeitweise in 2013
7535;9059;AK Neufahrn (N);9;BY;A;9;;8+1;Nürnberg;AS Allershausen;N;München;AK Kreuz Neufahrn (A92);S;6;502,2;0;0;0;0;108.088;52.748;55.341;108.871;53.194;55.678;112.739;55.673;57.066;99.449;47.472;51.977;3,4;2,5;5,6;3,9;12.096;5.707;6.389;14.304;6.807;7.497;12.528;5.936;6.592;3.988;1.652;2.337;5,9;5,3;6;10,5;11,2;13,1;11,1;4;1,04;0,88;1,09;6.034;10,2;1.443;19,2;6.465;10,6;4.740;8,9;9.946;9.545;9.537;8.837;5.531;5.328;5.326;4.776;10,5;10;9,6;10,1;R I;R I;R I;R I;E;D;D;E;B;D;E;18;;G;7;;E;18;;B;8;;E;13;;C;;;C;11;13;B;11;;B;12;;A;;;88;2,3;0;0,7;3,4;7,5;7,3;0,4;0;86,1;2,7;0;0,8;3,9;8,9;8,6;0,3;0;88;2,6;0;0,8;3,3;7,5;7,3;0,3;0;95,4;0,2;0;0,5;1,3;2,1;2;0,6;0;691.650;5.364.766;110.682;54.299;56.383;15.142;7.212;7.930;106.300;51.809;54.491;7.491;3.495;3.996;5.531;5.266;5.328;5.160;5.326;5.034;4.776;4.698;8,7;11,5;9,7;10,4;9,6;4,3;2,4;3,8;110.180;53.870;56.310;15.460;7.362;8.099;14;13,7;14,4;48,40688347;11,58972191;;;;;;;;;;;55.004;56.153;0,82;0,91;0,92;0,98;1,07;1,07;0,8;0,84;;;;;;;;;;;;;90;;;;Baustelle in 2013 und Schleifendefekt in 2012
7635;9065;AK Neufahrn (S);9;BY;A;9;;8+1;Nürnberg;AK Kreuz Neufahrn (A92);N;München;AS Eching;S;6;514,2;327;193;74;60;121.634;58.884;62.750;126.335;61.161;65.174;122.419;59.996;62.423;104.542;49.669;54.873;1;0,7;2,7;-0,7;11.173;5.293;5.880;13.509;6.396;7.114;11.500;5.425;6.075;2.760;1.349;1.411;1;0,8;1,1;-1,2;9,2;10,7;9,4;2,6;0,97;0,73;1,03;6.845;8,4;1.514;16,6;7.320;8,9;5.421;6,4;10.267;10.200;9.493;9.261;5.862;5.823;5.286;4.875;9,3;8,9;8,8;9,8;R II;R II;R I;R I;F;D;D;C;B;B;D;8;18;G;7;;E;18;;B;8;;C;;;C;;;E;19;;-;;;A;;;D;19;;89,6;6,1;0,5;1,2;2,5;5,4;4,1;1,3;0;88,1;6,5;0,5;1,2;2,9;6,4;4,9;1,5;0;89,2;6,4;0,5;1,4;2,5;5,5;4,2;1,3;0;96,2;4;0,6;1,2;0,9;1,1;0,8;0,7;0;694.523;5.354.274;128.170;61.941;66.229;14.282;6.734;7.548;111.371;55.587;55.784;6.643;3.248;3.395;5.585;5.862;5.575;5.823;5.286;5.235;4.875;4.869;7,6;11;8,8;10,5;9,3;9,1;2,5;2,3;129.469;62.399;67.069;14.676;6.920;7.756;11,3;11,1;11,6;48,31171179;11,62365652;;;;;;;;;;;64.483;67.627;0,72;0,79;0,91;0,98;1,03;1,03;0,76;0,73;;;;;;;;;;;;;80;;;;
6533;9042;AK Nürnberg (N);9;BY;A;9;;8+1;Bayreuth;AS Lauf;N;Nürnberg;AK Kreuz Nürnberg (A3);S;6;371,8;306;199;53;54;76.805;37.938;38.867;78.469;39.483;38.986;78.546;39.872;38.674;68.879;30.175;38.704;1,8;1,1;3;2,5;11.923;5.804;6.119;14.555;7.103;7.452;12.339;5.990;6.349;2.385;1.119;1.265;2,4;2,3;1,8;1,3;15,5;18,5;15,7;3,5;1;0,89;1,19;4.260;13,5;1.080;31,3;4.606;13,9;3.224;12,1;7.382;7.319;7.023;6.506;4.464;4.333;4.284;3.879;11,8;11;10,7;10;R I;R I;R I;R II;E;E;C;D;C;D;E;18;;G;7;;E;18;;B;8;;E;15;;B;8;;A;;;B;11;;B;13;;D;18;;81,8;7,2;2,8;1,1;3,7;11,4;8,6;0,4;1,6;78,9;7,7;2,7;1;4,3;13,9;10,4;0,4;1,5;81,5;7;2,8;1,2;3,8;11,5;8,6;0,4;1,5;93,7;5,2;3,2;1,2;1,2;1,8;1,5;0,5;1,6;663.675;5.482.533;80.935;40.655;40.280;15.614;7.524;8.091;66.782;34.485;32.297;5.989;3.334;2.655;4.464;4.332;4.333;4.142;4.284;3.688;3.316;3.879;6,7;14,8;9,6;16,5;11,5;9,3;1,4;1,7;80.936;40.638;40.298;16.026;7.740;8.287;19,8;19;20,6;49,47336274;11,25933054;;;;;;;;;;;40.323;39.026;0,71;1,03;0,87;1,21;1,3;1,04;0,79;0,76;;;;;;;;;;;;;250;;;;
6533;9060;AK Nürnberg (S);9;BY;A;9;;8+1;Nürnberg;AK Kreuz Nürnberg (A3);N;München;AS Nürnberg-Fischbach;S;6;377,9;328;199;70;59;106.706;52.083;54.624;107.713;53.177;54.535;109.969;54.973;54.996;99.082;44.632;54.450;1,1;0,6;1,1;2,8;16.907;8.425;8.482;20.585;10.254;10.331;17.416;8.657;8.760;3.670;1.869;1.801;4,6;4,3;4,9;3,1;15,8;19,1;15,8;3,7;1,02;0,92;1,15;5.921;13,6;1.496;33,2;6.393;13,8;4.505;13;9.450;9.373;8.864;8.935;5.014;4.898;4.633;4.921;9,2;9,2;8,4;9;R II;R I;R I;R II;F;D;D;D;C;D;D;8;17;C;;;C;;;D;9;17;C;;;C;;;A;;;B;12;;C;13;;D;18;;81,6;7,9;0,6;1,3;3,3;12,1;8,8;0,4;1,2;78,4;8,4;0,6;1,2;3,9;14,8;10,8;0,4;1,3;81,4;7,9;0,7;1,5;3,3;12,1;8,9;0,4;1,3;93,7;5,9;0,8;1,5;1,1;2;1,6;0,6;1,1;659.883;5.476.573;110.116;54.297;55.819;21.910;10.819;11.091;99.761;50.647;49.114;9.243;5.031;4.212;4.929;5.014;4.898;4.729;4.633;4.581;4.433;4.921;13,5;3,4;12,1;7,4;10,7;3,3;9;2,6;109.992;54.093;55.898;22.519;11.130;11.389;20,5;20,6;20,4;49,42080046;11,20462153;;;;;;;;;;;54.378;54.506;0,77;1,03;0,9;1,13;1,2;1,07;0,82;0,78;;;;;;;;;;;;;240;;;;Schleifendefekt zeitweise in 2012
6533;9057;AK Nürnberg-Ost (N);9;BY;A;9;;8+1;Nürnberg;AS Nürnberg-Fischbach;N;München;AK Kreuz Nürnberg-Ost (A6);S;6;380,3;226;129;57;40;104.008;50.698;53.310;104.383;51.492;52.891;107.426;53.654;53.771;98.344;44.191;54.154;1,9;1,5;2,8;2,3;16.612;8.122;8.489;20.294;9.963;10.331;16.923;8.152;8.771;3.612;1.785;1.827;0,9;1,4;-1;-1,5;16;19,4;15,8;3,7;1,03;0,95;1,16;5.768;13,7;1.465;34;6.217;13,8;4.420;13,1;9.286;9.118;8.666;8.935;4.968;4.750;4.551;4.928;9,3;9;8,5;9,1;R II;R II;R II;R II;F;D;D;E;C;D;G;8;;C;;;C;;;D;9;17;C;;;E;16;;B;12;;B;12;;C;13;;D;18;;81,3;7,6;0,8;1,3;3,3;12,2;9,2;0,5;1,4;78;8,1;0,7;1,2;3,9;15,1;11,3;0,5;1,4;81,3;7,6;0,8;1,5;3,3;12;9;0,5;1,4;93,6;5,6;0,9;1,4;1,1;2;1,6;0,6;1,3;659.367;5.474.444;106.659;52.588;54.071;21.528;10.435;11.093;98.284;49.655;48.629;9.069;4.848;4.221;4.690;4.968;4.585;4.750;4.452;4.551;4.495;4.928;12;2,5;13,3;6,2;5;6,7;2,6;2;106.337;52.294;54.042;22.197;10.810;11.387;20,9;20,7;21,1;49,40179965;11,19665977;;;;;;;;;;;52.481;52.384;0,79;1,06;0,89;1,14;1,2;1,09;0,83;0,81;;;;;;;;;;;;;220;;;;Schleifendefekt zeitweise in 2013
6633;9754;AK Nürnberg-Ost (S);9;BY;A;9;;8+1;Nürnberg;AK Kreuz Nürnberg-Ost (A6);N;München;AD Dreieck Nürnberg/Feucht (A73);S;6;381,8;331;201;72;58;63.908;31.443;32.466;62.334;30.958;31.376;66.806;33.965;32.841;65.584;29.870;35.714;2,7;2,1;3,6;3,4;8.940;4.405;4.535;10.809;5.333;5.476;9.201;4.542;4.659;2.209;1.052;1.158;2,6;2,9;1,3;-0,3;14;17,3;13,8;3,4;1,07;1,06;1,25;3.570;12,1;849;30;3.851;12,2;2.726;11,7;6.655;6.431;6.178;6.397;3.597;3.471;3.392;3.441;11,1;11,2;10;9,6;R II;R I;R I;R II;E;D;C;E;C;D;G;8;;C;;;C;;;D;9;17;E;14;;E;17;;C;11;13;B;11;;C;14;;D;18;;81,8;6,2;1,9;1,4;2,3;11,1;8,8;0,6;2,8;78,5;6,6;1,9;1,3;2,7;14;11,1;0,6;2,9;81,8;6,2;1,9;1,7;2,2;11;8,7;0,6;2,8;92,6;5;1,8;1,6;0,8;1,8;1,6;0,7;2,4;659.807;5.472.929;62.961;31.413;31.547;11.407;5.602;5.805;66.385;33.518;32.866;5.411;2.802;2.609;3.557;3.597;3.471;3.136;3.392;3.193;3.374;3.441;10,8;1,5;5,3;6,1;4,6;5,9;3,3;1,3;62.343;30.917;31.426;11.718;5.751;5.967;18,8;18,6;19;49,38807204;11,20210599;;;;;;;;;;;30.575;29.690;0,89;1,19;0,87;1,15;1,32;1,13;0,88;0,89;;;;;;;;;;;;;210;;;;
7535;9058;Allershausen (N);9;BY;A;9;;8+1;Nürnberg;AS Pfaffenhofen;N;München;AS Allershausen;S;6;495;341;201;78;62;103.249;51.264;51.985;103.738;51.757;51.981;106.612;54.052;52.560;97.267;46.005;51.262;4,1;3,6;5,7;3,9;11.306;5.609;5.698;13.517;6.709;6.808;11.739;5.817;5.922;3.189;1.576;1.613;3,2;3;3,2;2,2;11;13;11;3,3;1,03;0,91;1,12;5.823;9,9;1.260;20,8;6.260;10,3;4.513;8,3;9.453;9.378;8.956;8.924;5.056;5.002;4.868;4.728;9,9;9,7;9;10,3;R I;R I;R I;R I;E;D;D;D;B;D;D;9;18;G;7;;E;18;;B;9;;E;16;;C;;;C;11;15;B;11;;D;18;;D;19;;87,5;2,4;0;1,5;3,4;7,2;7;0,3;0;85,6;2,9;0;1,4;4;8,7;8,5;0,3;0;87,2;2,4;0;1,8;3,5;7,2;7;0,3;0;95,2;0,2;0;1,6;1,4;1,5;1,4;0,4;0;691.135;5.371.868;104.839;52.392;52.447;14.309;7.077;7.232;102.998;52.336;50.662;6.918;3.541;3.377;5.056;4.993;5.002;4.864;4.868;4.609;4.728;4.711;8,1;5,3;9,6;11,7;8;12,8;1,9;1,8;104.573;52.022;52.551;14.633;7.234;7.399;14;13,9;14,1;48,47087009;11,58601215;;;;;;;;;;;53.232;51.881;0,8;0,99;0,88;1,04;1,14;1,07;0,85;0,83;;;;;;;;;;;;;100;;;;
7735;9062;Garching-Nord (N);9;BY;A;9;;8+1;Nürnberg;AS Eching;N;München;AS Garching-Nord;S;8;517,5;201;110;55;36;135.242;67.970;67.271;141.905;71.437;70.468;136.003;69.156;66.847;111.467;54.590;56.877;5,8;5,5;7,3;4,3;12.156;6.396;5.760;14.788;7.735;7.053;12.558;6.602;5.956;2.632;1.550;1.082;-0,2;-0,6;0,6;-3,6;9;10,4;9,2;2,4;0,96;0,71;1,06;7.567;8,3;1.771;15;8.053;8,9;6.110;6;12.036;12.036;10.678;9.745;6.573;6.539;6.139;5.118;9,7;9,2;8,9;9,4;R I;R I;R I;R I;F;D;D;A;B;B;D;8;18;G;7;;E;18;;B;8;;C;;;B;8;;A;;;D;14;;A;;;A;;;90,2;6,2;0,7;0,8;2,7;5;3,8;1,3;0;88,8;6,6;0,6;0,8;3,1;5,8;4,5;1,4;0;89,7;6,5;0,7;1;2,8;5,2;4;1,3;0;96,8;3,8;1,3;0,8;0,9;0,9;0,7;0,6;0;696.057;5.350.339;143.605;72.159;71.446;15.690;8.178;7.513;124.458;64.384;60.074;6.952;3.831;3.122;6.573;6.407;6.539;6.389;6.139;5.731;5.118;5.043;6,3;8,9;6,4;8,7;7,4;9,5;1,3;0,8;145.274;72.879;72.395;16.118;8.388;7.730;11,1;11,5;10,7;48,27587697;11,64249927;;;;;;;;;;;74.812;71.866;0,71;0,78;0,94;1;1,05;1,05;0,81;0,77;;;;;;;;;;;;;70;;;;Schleifendefekt zeitweise in 2013
7735;9063;Garching-Nord (S);9;BY;A;9;;8+1;Nürnberg;AS Garching-Nord;N;München;AS Garching-Süd;S;8;519,5;326;196;73;57;140.961;69.936;71.025;147.540;73.431;74.108;143.022;71.306;71.716;115.809;56.218;59.591;1,4;0,8;2,9;1,6;12.579;5.830;6.749;15.221;7.059;8.162;13.043;6.036;7.007;2.946;1.362;1.584;3,8;3,1;4,9;5,3;8,9;10,3;9,1;2,5;0,97;0,69;1,04;7.966;8,2;1.689;15,8;8.529;8,7;6.274;6;12.038;11.987;11.300;10.045;6.642;6.600;6.290;5.366;9,5;9;8,8;9,5;R I;R I;R I;R I;F;D;D;C;B;B;D;8;17;D;7;18;E;18;;B;8;;C;;;C;;;E;18;;D;14;;A;;;A;;;90,3;6,6;1;0,8;2,8;5,3;4,2;0,8;0;88,9;7,1;0,9;0,7;3,2;6,2;4,9;0,9;0;90;6,9;1;0,9;2,9;5,4;4,3;0,8;0;96,7;4,3;1,4;0,8;0,9;1,1;0,9;0,6;0;696.468;5.348.388;149.965;74.437;75.528;16.116;7.452;8.664;128.800;65.262;63.538;7.499;3.564;3.935;6.642;6.405;6.600;6.400;6.290;5.861;5.366;5.201;5,3;3,2;8,5;9,7;6,8;2,3;1,9;1,3;151.464;75.072;76.392;16.536;7.641;8.895;10,9;10,2;11,6;48,25821797;11,6471254;;;;;;;;;;;77.364;76.837;0,7;0,75;0,93;0,99;1,04;1,04;0,76;0,74;;;;;;;;;;;;;60;;;;
